purchase_number;articles_found;orders_found;status;file_name;file_path;article_snippets;order_snippets
32514456881;;567;orders;Закупка № 32514456881 Приложение №3  НМЦК лодки.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\223- фз\Закупка № 32514456881 Приложение №3  НМЦК лодки.xlsx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац | инэкономразвития России от 02.10.2013 N 567
32514567643;;567;orders;Закупка № 32514567643 24.Обоснование НМЦК 18.02.25 (экипировка и инвентарь гребной слалом гос.поддержка котировка).xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\223- фз\Закупка № 32514567643 24.Обоснование НМЦК 18.02.25 (экипировка и инвентарь гребной слалом гос.поддержка котировка).xls;;"567: Минэкономразвития  России от 2.10.2013 №567 ""Об утверждении методических рекомендац"
32514673563;;567;orders;Закупка № 32514673563 39.Обоснование НМЦК 25.03.25 (инвентарь гребной слалом гос.поддержка котировка).xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\223- фз\Закупка № 32514673563 39.Обоснование НМЦК 25.03.25 (инвентарь гребной слалом гос.поддержка котировка).xls;;"567: Минэкономразвития  России от 2.10.2013 №567 ""Об утверждении методических рекомендац"
32514693962;;567;orders;Закупка № 32514693962 Расчет и обоснование НМЦК-1.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\223- фз\Закупка № 32514693962 Расчет и обоснование НМЦК-1.xlsx;;567: аза Минэкономразвития  от 02.10.2013г. №567.
32514707712;22;567;orders+article;Закупка № 32514707712 НМЦК_МАУ-ФОК--ВОРГОЛ-- (2).xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\223- фз\Закупка № 32514707712 НМЦК_МАУ-ФОК--ВОРГОЛ-- (2).xlsx;22: ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ) Расчет выполнен в соответствии с;567: жденными приказом МЭР РФ от 02.10.2013 №567
32514728600;22;;article;Закупка № 32514728600 Раздел 4. НМЦК1.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\223- фз\Закупка № 32514728600 Раздел 4. НМЦК1.xlsx;"22: цен (анализа рынка) определена согласно ст. 22 44-ФЗ ""О контрактной системе в сфере за";
32514825767;22;567;orders+article;Закупка № 32514825767 НМЦК_МУП--Арктика-.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\223- фз\Закупка № 32514825767 НМЦК_МУП--Арктика-.xlsx;22: ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ) Расчет выполнен в соответствии с;567: жденными приказом МЭР РФ от 02.10.2013 №567
32514847797;;567;orders;Закупка № 32514847797 3._РАСЧЕТ_НМЦ понтон.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\223- фз\Закупка № 32514847797 3._РАСЧЕТ_НМЦ понтон.xlsx;;"567: инэкономразвития России от 02.10.2013 N 567 ""Об утверждении Методических рекомендац"
32514914675;;567;orders;Закупка № 32514914675 Приложение № 3 НМЦД буй с якорем.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\223- фз\Закупка № 32514914675 Приложение № 3 НМЦД буй с якорем.xls;;567: тствии с приказом МЭР РФ от 02.10.2013 №567
