purchase_number;articles_found;orders_found;status;file_name;file_path;article_snippets;order_snippets;source_file
0860200000825001084;;567;orders;Закупка № 0860200000825001084 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0860200000825001084 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;;567: инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
0372200141825000023;;567;orders;Закупка № 0372200141825000023 НМЦК2024-товар[1].xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200141825000023 НМЦК2024-товар[1].xlsx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац;found_any.csv
0151100008425000019;;;;Закупка № 0151100008425000019 Приложение № 1. Обоснование цены НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0151100008425000019 Приложение № 1. Обоснование цены НМЦК.xlsx;;;not_found_any.csv
0151100008425000024;;;;Закупка № 0151100008425000024 Приложение № 1. Обоснование цены НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0151100008425000024 Приложение № 1. Обоснование цены НМЦК.xlsx;;;not_found_any.csv
0151100008425000025;;;;Закупка № 0151100008425000025 Приложение № 1. Обоснование цены НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0151100008425000025 Приложение № 1. Обоснование цены НМЦК.xlsx;;;not_found_any.csv
0335300053925000042;22;567;orders+article;Закупка № 0335300053925000042 2. Обоснование НМЦК (понтон).docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0335300053925000042 2. Обоснование НМЦК (понтон).docx;22: В соответствии со ст.22 Федерального закона от 05.04.2013 № 44-;567: Российской Федерации от 02.10.2013 г. № 567                           «Об утвержден;found_any_doc.csv
0346300130525000002;;;;Закупка № 0346300130525000002 1. Обоснование НМЦК (кадеты).docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0346300130525000002 1. Обоснование НМЦК (кадеты).docx;;;not_found_any_doc.csv
0372200141825000020;;567;orders;Закупка № 0372200141825000020 НМЦК2024-товар.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200141825000020 НМЦК2024-товар.xlsx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац;found_any.csv
0372200141825000011;;567;orders;Закупка № 0372200141825000011 НМЦК2024-товар.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200141825000011 НМЦК2024-товар.xlsx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац;found_any.csv
0346300130525000004;;;;Закупка № 0346300130525000004 1. Обоснование НМЦК (8).docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0346300130525000004 1. Обоснование НМЦК (8).docx;;;not_found_any_doc.csv
0358200054225000001;22;567;orders+article;Закупка № 0358200054225000001 Обоснование НМЦК .xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200054225000001 Обоснование НМЦК .xls;22: ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ)  Расчет выполнен в соответствии ;567: жденными приказом МЭР РФ от 02.10.2013 №567;found_any.csv
0358200005425000001;22;567;orders+article;Закупка № 0358200005425000001 Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200005425000001 Обоснование_НМЦК.docx;22:  (ст. 22 ч.1 п. 1 – метод сопоставимых рыночных  | боснована в соответствии с требованиями статьи 22 Закона и приказом Министерства экономич;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
0372200271025000061;22;567;orders+article;Закупка № 0372200271025000061 Обоснование_НМЦК_лодки.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200271025000061 Обоснование_НМЦК_лодки.docx;22:  (ст. 22 ч.1 п. 1 – метод сопоставимых рыночных  | боснована в соответствии с требованиями статьи 22 Закона и приказом Министерства экономич;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац;found_any_doc.csv
0372200141825000039;;567;orders;Закупка № 0372200141825000039 НМЦКбайдарка_двойка_Nelo.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200141825000039 НМЦКбайдарка_двойка_Nelo.xlsx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац;found_any.csv
0358200054425000003;22;567;orders+article;Закупка № 0358200054425000003 ОБОСНОВАНИЕ НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200054425000003 ОБОСНОВАНИЕ НМЦК.docx;22:           В соответствии с частями 2, 6 статьи 22 Федерального закона от 05.04.2013 № 44-;567: кономразвития России от 02.10.2013 г. № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
0131200001025002520;;567;orders;Закупка № 0131200001025002520 Приложение №2 Обоснование НМЦК.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0131200001025002520 Приложение №2 Обоснование НМЦК.xls;;"567: тия Российской Федерации от 02.10.2013 №567 ""Об утверждении методических рекомендац";found_any.csv
0372200141825000036;;567;orders;Закупка № 0372200141825000036 НМЦКбайдарка_четверка.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200141825000036 НМЦКбайдарка_четверка.xlsx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац;found_any.csv
0358200020425000005;22;;article;Закупка № 0358200020425000005 ОБОСНОВАНИЕ НМЦК.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200020425000005 ОБОСНОВАНИЕ НМЦК.xls;22: анализ рынка) в соответствии с частью 2 статьи 22 Федерального закона от 05.04.2013 №44-Ф | ьзуемого метода: в соответствии с ч. 6. ст. 22 Федерального закона от 05.04.2013 №44-Ф;;found_any.csv
0348100008825000022;22|34;567;orders+article;Закупка № 0348100008825000022 Приложение № 1 -  НМЦК.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0348100008825000022 Приложение № 1 -  НМЦК.xls;22: авщиков. И в соответствии с положениями ст. 22 Федерального закона №44-ФЗ и Приказа Ми || 34: ния бюджетных средств, регламентируемым ст. 34 БК РФ, обязывающей  участников бюджетно;"567: инэкономразвития России от 02.10.2013 N 567 ""Об утверждении Методических рекомендац | ического развития Российской Федерации №567 от 2 октября 2013г. и во избежание сгов";found_any.csv
0318200030225000002;22;567;orders+article;Закупка № 0318200030225000002 Обоснование НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0318200030225000002 Обоснование НМЦК.xlsx;22: сполнителем), в соответствии с частью 6 статьи 22 Федерального закона от 5 апреля 2013 г.;"567: ийской Федерации от 2 октября 2013 г. № 567 ""Об утверждении методических рекомендац";found_any.csv
0123200000325000861;;;;Закупка № 0123200000325000861 Обоснование НМЦК.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0123200000325000861 Обоснование НМЦК.xls;;;not_found_any.csv
0358200054225000003;22;567;orders+article;Закупка № 0358200054225000003 Обоснование НМЦК.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200054225000003 Обоснование НМЦК.xls;22: ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ)  Расчет выполнен в соответствии ;567: жденными приказом МЭР РФ от 02.10.2013 №567;found_any.csv
0358200054425000001;22;567;orders+article;Закупка № 0358200054425000001 ОБОСНОВАНИЕ НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200054425000001 ОБОСНОВАНИЕ НМЦК.docx;22:           В соответствии с частями 2, 6 статьи 22 Федерального закона от 05.04.2013 № 44-;567: кономразвития России от 02.10.2013 г. № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
0358200011325000005;22;567;orders+article;Закупка № 0358200011325000005 Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200011325000005 Обоснование_НМЦК.docx;22:  (ст. 22 ч.1 п. 1 – метод сопоставимых рыночных  | боснована в соответствии с требованиями статьи 22 Закона и приказом Министерства экономич;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
0358200011325000007;22;567;orders+article;Закупка № 0358200011325000007 Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200011325000007 Обоснование_НМЦК.docx;22:  (ст. 22 ч.1 п. 1 – метод сопоставимых рыночных  | боснована в соответствии с требованиями статьи 22 Закона и приказом Министерства экономич;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
0358200011325000006;22;567;orders+article;Закупка № 0358200011325000006 Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200011325000006 Обоснование_НМЦК.docx;22:  (ст. 22 ч.1 п. 1 – метод сопоставимых рыночных  | боснована в соответствии с требованиями статьи 22 Закона и приказом Министерства экономич;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
0137200001225003242;;;;Закупка № 0137200001225003242 1. Обоснование НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0137200001225003242 1. Обоснование НМЦК.docx;;;not_found_any_doc.csv
0348200080425000058;;567;orders;Закупка № 0348200080425000058 Обоснование НМЦК.pdf;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0348200080425000058 Обоснование НМЦК.pdf;;567: ия Российской Федерации от 02.10.2013 № 567 «Об  утверждении методических рекоменда;found_any_pdf.csv
0346300130525000009;;;;Закупка № 0346300130525000009 1. Обоснование НМЦК (2ка).docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0346300130525000009 1. Обоснование НМЦК (2ка).docx;;;not_found_any_doc.csv
0816600003725000019;;567;orders;Закупка № 0816600003725000019 Приложение №2. ОНМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0816600003725000019 Приложение №2. ОНМЦК.xlsx;;"567: инэкономразвития России от 02.10.2013 N 567 ""Об утверждении Методических рекомендац | инэкономразвития России от 02.10.2013 № 567 расчет произведен с помощью стандартных";found_any.csv
0108500000425000045;22;;article;Закупка № 0108500000425000045 Прил№3_Обоснование НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0108500000425000045 Прил№3_Обоснование НМЦК.xlsx;22: (Н(М)ЦК) в соответствии с требованиями  ст.22 ФЗ-44 от 05.04.2013 г. на поставку алюм;;found_any.csv
0108500000425000888;;;;Закупка № 0108500000425000888 Приложение № 3  Обоснование НМЦК байдарка.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0108500000425000888 Приложение № 3  Обоснование НМЦК байдарка.xls;;;not_found_any.csv
0108500000425001065;;;;Закупка № 0108500000425001065 Приложение № 3  Обоснование НМЦК байдарка.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0108500000425001065 Приложение № 3  Обоснование НМЦК байдарка.xls;;;not_found_any.csv
0372200141825000012;;567;orders;Закупка № 0372200141825000012 НМЦК2025-байдарки.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200141825000012 НМЦК2025-байдарки.xlsx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац;found_any.csv
0358200054225000002;22;567;orders+article;Закупка № 0358200054225000002 Обоснование НМЦКxls .xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200054225000002 Обоснование НМЦКxls .xls;22: ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ)  Расчет выполнен в соответствии ;567: жденными приказом МЭР РФ от 02.10.2013 №567;found_any.csv
0860200000825000640;22;;article;Закупка № 0860200000825000640 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0860200000825000640 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;22: ее - НМЦК) определена в соответствии со статьей 22 Федерального закона от 05.04.2013 № 44-;;found_any_doc.csv
0372200141825000025;;567;orders;Закупка № 0372200141825000025 НМЦК2025_-_лодки_для_гр_спорта_(одиночка_и_двойка_гоночные).xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200141825000025 НМЦК2025_-_лодки_для_гр_спорта_(одиночка_и_двойка_гоночные).xlsx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац;found_any.csv
0171200001925000722;22;;article;Закупка № 0171200001925000722 Обоснование НМЦК.doc.doc;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0171200001925000722 Обоснование НМЦК.doc.doc;"22: та осуществлено на основании требований статьи 22 Федерального закона от 05.04.2013 № 44- | от, услуг в соответствии с п. 2-8 ч. 18 ст. 22 Федерального закона 44-ФЗНаименование";;found_any_doc.csv
0372100054325000019;;;;Закупка № 0372100054325000019 Приложение №2 (Обоснование НМЦК).xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372100054325000019 Приложение №2 (Обоснование НМЦК).xls;;;not_found_any.csv
0329200062225003889;;;;Закупка № 0329200062225003889 Обоснование НМЦК.doc;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0329200062225003889 Обоснование НМЦК.doc;;;not_found_any_doc.csv
0140300024825000010;22;567;orders+article;Закупка № 0140300024825000010 НМЦК_Выполнение-работ-на-изготовление-понтона-катамаранного-типа-для-моста--наплавного--через-реку-Кильмезь-на-автомобильной-дороге--Кильмезь-Селино--Чернушка.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0140300024825000010 НМЦК_Выполнение-работ-на-изготовление-понтона-катамаранного-типа-для-моста--наплавного--через-реку-Кильмезь-на-автомобильной-дороге--Кильмезь-Селино--Чернушка.docx;22: ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ) Расчет выполнен в соответствии с;567: жденными приказом МЭР РФ от 02.10.2013 №567;found_any_doc.csv
0818500000825003851;22;567;orders+article;Закупка № 0818500000825003851 Обоснование НМЦК луч.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0818500000825003851 Обоснование НМЦК луч.xlsx;22: сполнителем), в соответствии с частью 6 статьи 22 Федерального закона от 5 апреля 2013 г.;"567: ийской Федерации от 2 октября 2013 г. № 567 ""Об утверждении методических рекомендац";found_any.csv
0848600002725000108;;567;orders;Закупка № 0848600002725000108 Обоснование НМЦК.pdf;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0848600002725000108 Обоснование НМЦК.pdf;;567: ия Российской Федерации от 02.10.2013 № 567 «Об  утверждении методических рекоменда;found_any_pdf.csv
0372100053425000004;;;;Закупка № 0372100053425000004 Прил 2_Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372100053425000004 Прил 2_Обоснование_НМЦК.docx;;;not_found_any_doc.csv
0123300004625000062;;;;Закупка № 0123300004625000062 Приложение № 4. Обоснование НМЦК.doc;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0123300004625000062 Приложение № 4. Обоснование НМЦК.doc;;;not_found_any_doc.csv
0123300004625000078;;;;Закупка № 0123300004625000078 Приложение № 4. Обоснование НМЦК.doc;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0123300004625000078 Приложение № 4. Обоснование НМЦК.doc;;;not_found_any_doc.csv
0123300004625000081;;;;Закупка № 0123300004625000081 Приложение № 4. Обоснование НМЦК.doc;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0123300004625000081 Приложение № 4. Обоснование НМЦК.doc;;;not_found_any_doc.csv
0346300130525000007;;;;Закупка № 0346300130525000007 1. Обоснование НМЦК (8).docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0346300130525000007 1. Обоснование НМЦК (8).docx;;;not_found_any_doc.csv
0860200000825002413;;567;orders;Закупка № 0860200000825002413 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0860200000825002413 ПРИЛОЖЕНИЕ № 2 Обоснование начальной (максимальной) цены контракта.docx;;567: инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методиче-ских рекоменда | инэкономразвития России от 02.10.2013 N 567 *** Среднее значение цен определено по ;found_any_doc.csv
0131200001025005012;22;567;orders+article;Закупка № 0131200001025005012 Приложение №2 Обоснование НМЦК 5335.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0131200001025005012 Приложение №2 Обоснование НМЦК 5335.xls;22: асчет НМЦК произведен в соответствии со ст. 22 Федерального закона от 05.04.2013 г. № ;"567: инэкономразвития России от 02.10.2013 N 567 ""Об утверждении Методических рекомендац";found_any.csv
0352100012725000035;;;;Закупка № 0352100012725000035 17-ЭА-2025 Обоснование НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0352100012725000035 17-ЭА-2025 Обоснование НМЦК.docx;;;not_found_any_doc.csv
0169300000325000410;22;567;orders+article;Закупка № 0169300000325000410 Приложение №2 к извещению - Обоснование НМЦК.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0169300000325000410 Приложение №2 к извещению - Обоснование НМЦК.xls;22: шей цене) в соответствии с требованиями статьи 22 закона № 44-ФЗ.   | чета НМЦК в соответствии с требованиями статьи 22 закона № 44-ФЗ. ;"567: инэкономразвития России от 02.10.2013 № 567 "" Об утверждении методических рекоменда | инэкономразвития россии от 02.10.2013 № 567 "" Об утверждении методических рекоменда";found_any.csv
0346300130525000001;;;;Закупка № 0346300130525000001 1. Обоснование НМЦК (прибрежная).docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0346300130525000001 1. Обоснование НМЦК (прибрежная).docx;;;not_found_any_doc.csv
0134300044425000014;22;567;orders+article;Закупка № 0134300044425000014 Обоснование НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0134300044425000014 Обоснование НМЦК.docx;22: ы контракта приведено в соответствии со статьей 22 Закона о контрактной системе и Приказом | ализа рынка). В соответствии с частью 6 статьи 22 Федерального закона от 5 апреля 2013 г.;567: ской Федерации от 2 октября 2013 года № 567 «Об утверждении методических рекомендац;found_any_doc.csv
0372200271025000062;22;567;orders+article;Закупка № 0372200271025000062 Обоснование_НМЦК_лодки_Экси.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200271025000062 Обоснование_НМЦК_лодки_Экси.docx;22:  (ст. 22 ч.1 п. 1 – метод сопоставимых рыночных  | боснована в соответствии с требованиями статьи 22 Закона и приказом Министерства экономич;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац;found_any_doc.csv
0348200077025000009;;567;orders;Закупка № 0348200077025000009 Обоснование НМЦК.pdf;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0348200077025000009 Обоснование НМЦК.pdf;;567: ия Российской Федерации от 02.10.2013 № 567 «Об  утверждении методических рекоменда;found_any_pdf.csv
0346300130525000003;;;;Закупка № 0346300130525000003 1. Обоснование НМЦК (4).docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0346300130525000003 1. Обоснование НМЦК (4).docx;;;not_found_any_doc.csv
0358200011325000002;22;567;orders+article;Закупка № 0358200011325000002 Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200011325000002 Обоснование_НМЦК.docx;22:  (ст. 22 ч.1 п. 1 – метод сопоставимых рыночных  | боснована в соответствии с требованиями статьи 22 Закона и приказом Министерства экономич;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац;found_any_doc.csv
0319100001325000037;22;567;orders+article;Закупка № 0319100001325000037 Приложение 1 (Обоснование НМЦК скеги).xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0319100001325000037 Приложение 1 (Обоснование НМЦК скеги).xlsx;22: плением в качестве приоритетного в ч. 6 ст. 22 Федерального закона от 05.04.2013 № 44-;567: ком» (утв. Приказом МЭР от 02.10.2013 № 567). В отношении объекта закупки отсутству;found_any.csv
0118300013325000668;22;567;orders+article;Закупка № 0118300013325000668 Обоснование НМЦК.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0118300013325000668 Обоснование НМЦК.xls;22: й) цены контракта в соответствии с ч. 6 ст. 22 Федерального закона от 05.04.2013 № 44- | й) цены контракта в соответствии с ч. 6 ст. 22 Федерального закона от 05.04.2013 № 44-;567: кой Федерации от 2 октября 2013 года  № 567 «Об утверждении методических рекомендац | ской Федерации от 2 октября 2013 года № 567 «Об утверждении методических рекомендац;found_any.csv
0190200000325001423;;;;Закупка № 0190200000325001423 Приложение 2 Обоснование НМЦК.docx.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0190200000325001423 Приложение 2 Обоснование НМЦК.docx.docx;;;not_found_any_doc.csv
0119200000125009364;22;;article;Закупка № 0119200000125009364 Обоснование НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0119200000125009364 Обоснование НМЦК.xlsx;22: В соответствии с п. 2 ст. 22 Федерального закона от 05.04.2013 № 44-;;found_any.csv
0301300247625000533;22;567;orders+article;Закупка № 0301300247625000533 ОБОСНОВАНИЕ НАЧАЛЬНОЙ (МАКСИМАЛЬНОЙ) ЦЕНЫ КОНТРАКТА.docx.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0301300247625000533 ОБОСНОВАНИЕ НАЧАЛЬНОЙ (МАКСИМАЛЬНОЙ) ЦЕНЫ КОНТРАКТА.docx.docx;22: ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ) Расчет выполнен в соответствии с | ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ) Расчет выполнен в соответствии с;567: жденными приказом МЭР РФ от 02.10.2013 №567 | жденными приказом МЭР РФ от 02.10.2013 №567;found_any_doc.csv
0301300247625000589;22;567;orders+article;Закупка № 0301300247625000589 ОБОСНОВАНИЕ НАЧАЛЬНОЙ (МАКСИМАЛЬНОЙ) ЦЕНЫ КОНТРАКТА.docx.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0301300247625000589 ОБОСНОВАНИЕ НАЧАЛЬНОЙ (МАКСИМАЛЬНОЙ) ЦЕНЫ КОНТРАКТА.docx.docx;22: ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ) Расчет выполнен в соответствии с | ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ) Расчет выполнен в соответствии с;567: жденными приказом МЭР РФ от 02.10.2013 №567 | жденными приказом МЭР РФ от 02.10.2013 №567;found_any_doc.csv
0301100021425000011;;567;orders;Закупка № 0301100021425000011 Приложение № 1 Обоснование НМЦК (гибкое ограждение Казань).xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0301100021425000011 Приложение № 1 Обоснование НМЦК (гибкое ограждение Казань).xlsx;;"567: инэкономразвития России от 02.10.2013 N 567 ""Об утверждении Методических рекомендац";found_any.csv
0358200020425000001;22;;article;Закупка № 0358200020425000001 ОБОСНОВАНИЕ НМЦК.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200020425000001 ОБОСНОВАНИЕ НМЦК.xls;22: анализ рынка) в соответствии с частью 2 статьи 22 Федерального закона от 05.04.2013 №44-Ф | ьзуемого метода: в соответствии с ч. 6. ст. 22 Федерального закона от 05.04.2013 №44-Ф;;found_any.csv
0848300057125000063;;567;orders;Закупка № 0848300057125000063 Обоснование НМЦК.pdf;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0848300057125000063 Обоснование НМЦК.pdf;;567: ия Российской Федерации от 02.10.2013 № 567 «Об  утверждении методических рекоменда;found_any_pdf.csv
0346300130525000006;;;;Закупка № 0346300130525000006 1. Обоснование НМЦК (8).docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0346300130525000006 1. Обоснование НМЦК (8).docx;;;not_found_any_doc.csv
0346300130525000005;;;;Закупка № 0346300130525000005 1. Обоснование НМЦК (кадеты).docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0346300130525000005 1. Обоснование НМЦК (кадеты).docx;;;not_found_any_doc.csv
0373400009625000015;22;;article;Закупка № 0373400009625000015 Приложение № 1 НМЦК+.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0373400009625000015 Приложение № 1 НМЦК+.xlsx;22: цены контракта методов, указанных в ч.1 ст.22 Федерального закона № 44-ФЗ, заказчиком;;found_any.csv
0131200001025004235;22;567;orders+article;Закупка № 0131200001025004235 Приложение №2 Обоснование НМЦК 4541.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0131200001025004235 Приложение №2 Обоснование НМЦК 4541.xlsx;22: снование подготовлено в соответствии со статьей 22 Федерального закона от 05.04.2013 № 44-;"567: инэкономразвития России от 02.10.2013 N 567 ""Об утверждении Методических рекомендац |  Российской Федерации от 2.10.2013 г. № 567. Согласно информации полученной из обще";found_any.csv
0325100002425000006;22;567;orders+article;Закупка № 0325100002425000006 Приложение 2 Расчет-обоснование Н(М)ЦК камышекосилка.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0325100002425000006 Приложение 2 Расчет-обоснование Н(М)ЦК камышекосилка.docx;22: и обосновывается в соответствии с п.2-5 ст.22 Федерального закона от 05.04.2013 №44-Ф | и обосновывается в соответствии с п.2-5 ст.22 Федерального закона от 05.04.2013 №44-Ф;"567: асно Приказа Минэкономразвития России № 567 от 02.10.2013г. ""Об утверждении Методич | асно Приказа Минэкономразвития России № 567 от 02.10.2013г. ""Об утверждении Методич";found_any_doc.csv
