purchase_number;articles_found;orders_found;status;file_name;file_path;article_snippets;order_snippets;source_file
0372200236125000037;22;567;orders+article;Закупка № 0372200236125000037 Приложение_№_2_-_Обоснование_НМЦК[1].docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200236125000037 Приложение_№_2_-_Обоснование_НМЦК[1].docx;22: ее – НМЦК) произведен в соответствии со статьей 22 Федерального закона от 05.04.2013 года ;567: ской Федерации от 02 октября 2013 года №567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
0306100001225000004;22;;article;Закупка № 0306100001225000004 Обоснование НМЦК.doc;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0306100001225000004 Обоснование НМЦК.doc;22: х цен (анализа рынка) в соответствии со ст. 22 Закона, с учётом всех расходов и обязат;;found_any_doc.csv
0815500000525003398;22;567;orders+article;Закупка № 0815500000525003398 Приложение 2. НМЦК .xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0815500000525003398 Приложение 2. НМЦК .xls;22: бран (для расчета) в соответствии с п.6 ст.22 Федерального закона от 5 апреля 2013 го;"567: инэкономразвития России от 02.10.2013 N 567 ""Об утверждении Методических рекомендац | зом Минэкономразвития РФ от 02.10.2013 №567 расчет произведен с помощью стандартных";found_any.csv
0815500000525008196;22;567;orders+article;Закупка № 0815500000525008196 Приложение 2 Обоснование НМЦК.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0815500000525008196 Приложение 2 Обоснование НМЦК.xls;22: бран (для расчета) в соответствии с п.6 ст.22 Федерального закона от 5 апреля 2013 го;"567: инэкономразвития России от 02.10.2013 N 567 ""Об утверждении Методических рекомендац | зом Минэкономразвития РФ от 02.10.2013 №567 расчет произведен с помощью стандартных";found_any.csv
0184200000625000685;;;;Закупка № 0184200000625000685 Обонование НМЦК-1_.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0184200000625000685 Обонование НМЦК-1_.docx;;;not_found_any_doc.csv
0372200084225000023;22;567;orders+article;Закупка № 0372200084225000023 Приложение_№_2_к_извещению_Обоснование_НМЦК[1].docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200084225000023 Приложение_№_2_к_извещению_Обоснование_НМЦК[1].docx;22: за рынка) в соответствии с требованиями статьи 22 Федерального закона от 05.04.2013  № 44;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | В соответствии с п.3.7 Приказа №567 в целях получения ценовой информации в ;found_any_doc.csv
0848300058125000126;;567;orders;Закупка № 0848300058125000126 Обоснование НМЦК.pdf;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0848300058125000126 Обоснование НМЦК.pdf;;567: ия Российской Федерации от 02.10.2013 № 567 «Об  утверждении методических рекоменда;found_any_pdf.csv
0307300005225000356;22;;article;Закупка № 0307300005225000356 Обоснование НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0307300005225000356 Обоснование НМЦК.docx;22:         В соответствии с ч.1 статьи 22 Федерального закона от 05.04.2013 № 44-;;found_any_doc.csv
0332100025625000013;;;;Закупка № 0332100025625000013 Приложение 2 - Расчет НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0332100025625000013 Приложение 2 - Расчет НМЦК.docx;;;not_found_any_doc.csv
0332100025625000014;;;;Закупка № 0332100025625000014 Приложение 2 - Расчет НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0332100025625000014 Приложение 2 - Расчет НМЦК.docx;;;not_found_any_doc.csv
0817600001225000002;22;567;orders+article;Закупка № 0817600001225000002 Обонование НМЦК_.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0817600001225000002 Обонование НМЦК_.docx;22:           В соответствии с требованиями статьи 22 Федерального закона от 05.04.2013 года ;567:  Минэкономразвития РФ от 02.10.2013 г. №567. Определение НМЦК осуществляется на осн;found_any_doc.csv
0306100005925000013;22;567;orders+article;Закупка № 0306100005925000013 Приложение № 2 НМЦК буи.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0306100005925000013 Приложение № 2 НМЦК буи.docx;22: н как приоритетный в соответствии с п.6 ст. 22 Федерального закона от 5 апреля 2013 го;567: номического развития РФ от 02.10.2013. №567 (расчет приведен в Приложении Б к насто;found_any_doc.csv
0324100004125000001;;639;orders;Закупка № 0324100004125000001 2 Обоснование НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0324100004125000001 2 Обоснование НМЦК.docx;;639: зом Минпромторга России от 28.02.2023 № 639 «Об утверждении Порядка определения нач;found_any_doc.csv
0318100060325000004;22;567;orders+article;Закупка № 0318100060325000004 Приложение № 1 - НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0318100060325000004 Приложение № 1 - НМЦК.xlsx;22:  методом расчета НМЦК в соответствии со статьей 22 Федерального закона № 44-ФЗ от 05.04.20;567: 0 раздела III приказа от 02.10.2013г. № 567 «Об утверждении методических рекомендац | ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац;found_any.csv
0325100002425000004;22;567;orders+article;Закупка № 0325100002425000004 Приложение 2 Расчет-обоснование Н(М)ЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0325100002425000004 Приложение 2 Расчет-обоснование Н(М)ЦК.docx;22: и обосновывается в соответствии с п.2-5 ст.22 Федерального закона от 05.04.2013 №44-Ф | и обосновывается в соответствии с п.2-5 ст.22 Федерального закона от 05.04.2013 №44-Ф;"567: асно Приказа Минэкономразвития России № 567 от 02.10.2013г. ""Об утверждении Методич | асно Приказа Минэкономразвития России № 567 от 02.10.2013г. ""Об утверждении Методич";found_any_doc.csv
0145200000425001096;22|34;567;orders+article;Закупка № 0145200000425001096 Приложение 2 Обоснование НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0145200000425001096 Приложение 2 Обоснование НМЦК.docx;22: боснована в соответствии с требованиями статьи 22 Федерального закона от 05.04.2013 г. №  || 34: ости закупок, а также в соответствии со ст. 34 Бюджетного кодекса РФ и с учетом выделе;"567: ия Российской Федерации от 02.10.2013 № 567 ""Об утверждении методических рекомендац";found_any_doc.csv
0358200011325000018;22;567;orders+article;Закупка № 0358200011325000018 Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200011325000018 Обоснование_НМЦК.docx;22:  (ст. 22 ч.1 п. 1 – метод сопоставимых рыночных  | боснована в соответствии с требованиями статьи 22 Закона и приказом Министерства экономич;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
0358200011325000003;22;567;orders+article;Закупка № 0358200011325000003 Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200011325000003 Обоснование_НМЦК.docx;22:  (ст. 22 ч.1 п. 1 – метод сопоставимых рыночных  | боснована в соответствии с требованиями статьи 22 Закона и приказом Министерства экономич;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
0119200000125011262;22;;article;Закупка № 0119200000125011262 НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0119200000125011262 НМЦК.xlsx;22: В соответствии с п. 2 ст. 22 Федерального закона от 05.04.2013 № 44-;;found_any.csv
0348200085625000008;;567;orders;Закупка № 0348200085625000008 Обоснование НМЦК.pdf;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0348200085625000008 Обоснование НМЦК.pdf;;567: ия Российской Федерации от 02.10.2013 № 567 «Об  утверждении методических рекоменда;found_any_pdf.csv
0112200000825000736;22;;article;Закупка № 0112200000825000736 НМЦК новый.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0112200000825000736 НМЦК новый.xlsx;22: н (анализа рынка) В соответствии с ч. 6 ст.22 Федерального закона от 05.04.2013 N 44-;;found_any.csv
0112200000825002195;22;;article;Закупка № 0112200000825002195 НМЦК новый.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0112200000825002195 НМЦК новый.xlsx;22: н (анализа рынка) В соответствии с ч. 6 ст.22 Федерального закона от 05.04.2013 N 44-;;found_any.csv
0112200000825002420;22;;article;Закупка № 0112200000825002420 НМЦК новый.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0112200000825002420 НМЦК новый.xlsx;22: н (анализа рынка) В соответствии с ч. 6 ст.22 Федерального закона от 05.04.2013 N 44-;;found_any.csv
0112200000825003180;22;;article;Закупка № 0112200000825003180 НМЦК новый.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0112200000825003180 НМЦК новый.xlsx;22: н (анализа рынка) В соответствии с ч. 6 ст.22 Федерального закона от 05.04.2013 N 44-;;found_any.csv
0372500009325000008;;567;orders;Закупка № 0372500009325000008 НМЦК_423.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372500009325000008 НМЦК_423.xlsx;;"567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 N 567 ""Об утверждении Методических рекомендац";found_any.csv
0372500009325000018;;567;orders;Закупка № 0372500009325000018 Обоснование_НМЦК[15].xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372500009325000018 Обоснование_НМЦК[15].xlsx;;"567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 N 567 ""Об утверждении Методических рекомендац";found_any.csv
0348200077025000023;;567;orders;Закупка № 0348200077025000023 Обоснование НМЦК.pdf;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0348200077025000023 Обоснование НМЦК.pdf;;567: ия Российской Федерации от 02.10.2013 № 567 «Об  утверждении методических рекоменда;found_any_pdf.csv
0372500009325000020;;567;orders;Закупка № 0372500009325000020 Приложение_№_1_-_Обоснование_НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372500009325000020 Приложение_№_1_-_Обоснование_НМЦК.xlsx;;"567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 N 567 ""Об утверждении Методических рекомендац";found_any.csv
0372200141825000040;;567;orders;Закупка № 0372200141825000040 НМЦК2025-байдарки.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200141825000040 НМЦК2025-байдарки.xlsx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац;found_any.csv
0818500000825002876;22;567;orders+article;Закупка № 0818500000825002876 Обоснование НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0818500000825002876 Обоснование НМЦК.xlsx;22: сполнителем), в соответствии с частью 6 статьи 22 Федерального закона от 5 апреля 2013 г.;"567: ийской Федерации от 2 октября 2013 г. № 567 ""Об утверждении методических рекомендац";found_any.csv
0358200011325000008;22;;article;Закупка № 0358200011325000008 Расчет НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358200011325000008 Расчет НМЦК.xlsx;22:  цен (анализа рынка). В соответствии со статьей 22 Федерального законом от 05 апреля 2013 ;;found_any.csv
0329100005925000090;22;567;orders+article;Закупка № 0329100005925000090 94эа обоснование нмцк.doc;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0329100005925000090 94эа обоснование нмцк.doc;22: ны договора определен в соответствии со статьей 22 44-ФЗ, на основании приказа Министерств;567: Российской Федерации от 02.10.2013 г. № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
0818500000825002462;22;567;orders+article;Закупка № 0818500000825002462 Обоснование НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0818500000825002462 Обоснование НМЦК.xlsx;22:  (максимальной) цены контракта: часть 6 ст 22 Федерального закона 44-ФЗ от 5 апреля 2;567: ской Федерации от 2 октября 2013 года № 567 «Об утверждении методических рекомендац;found_any.csv
0372200141825000038;;567;orders;Закупка № 0372200141825000038 НМЦК2025_-_швертбот_29.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200141825000038 НМЦК2025_-_швертбот_29.xlsx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац;found_any.csv
0372200243825000007;22;567;orders+article;Закупка № 0372200243825000007 Приложение__№2__-_Обоснование_НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200243825000007 Приложение__№2__-_Обоснование_НМЦК.docx;22: боснована в соответствии с требованиями статьи 22 Закона и методических рекомендаций по п;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
0848600002725000101;;567;orders;Закупка № 0848600002725000101 Обоснование НМЦК.pdf;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0848600002725000101 Обоснование НМЦК.pdf;;567: ия Российской Федерации от 02.10.2013 № 567 «Об  утверждении методических рекоменда;found_any_pdf.csv
0372200141825000026;;567;orders;Закупка № 0372200141825000026 НМЦК2024-товар.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200141825000026 НМЦК2024-товар.xlsx;;567: инэкономразвития России от 02.10.2013 N 567 «Об утверждении Методических рекомендац;found_any.csv
0832200006625000139;;;;Закупка № 0832200006625000139 139ЭА-25. Расчет НМЦК.pdf;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0832200006625000139 139ЭА-25. Расчет НМЦК.pdf;;;not_found_any_pdf.csv
0859200001125004111;;567;orders;Закупка № 0859200001125004111.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0859200001125004111.docx;;567: кономразвития России от 02.10.2013 г. № 567;found_any_doc.csv
0832200006625000006;;;;Закупка № 0832200006625000006 12ЭА-25. Расчет НМЦК.pdf;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0832200006625000006 12ЭА-25. Расчет НМЦК.pdf;;;not_found_any_pdf.csv
0352100012725000033;;;;Закупка № 0352100012725000033 16-ЭА-2025 Обоснование НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0352100012725000033 16-ЭА-2025 Обоснование НМЦК.docx;;;not_found_any_doc.csv
0318200067725000001;22;567;orders+article;Закупка № 0318200067725000001 2. Обоснование НМЦК.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0318200067725000001 2. Обоснование НМЦК.xls;22: й) цены контракта в соответствии с ч. 6 ст. 22 Федерального закона от 05.04.2013 № 44- | й) цены контракта в соответствии с ч. 6 ст. 22 Федерального закона от 05.04.2013 № 44-;567: кой Федерации от 2 октября 2013 года  № 567 «Об утверждении методических рекомендац | ской Федерации от 2 октября 2013 года № 567 «Об утверждении методических рекомендац;found_any.csv
0169300008225000266;;567;orders;Закупка № 0169300008225000266 Приложение 2 - Обоснование НМЦК.xlsx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0169300008225000266 Приложение 2 - Обоснование НМЦК.xlsx;;"567: инэкономразвития России от 02.10.2013 N 567 ""Об утверждении методических рекомендац";found_any.csv
0335100016125000092;22;;article;Закупка № 0335100016125000092 НМЦК_Поставка-весельных-спортивно-тренировочных-судов-с-парусным-вооружением-для-БГАРФ-ФГБОУ-ВО--КГТУ-.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0335100016125000092 НМЦК_Поставка-весельных-спортивно-тренировочных-судов-с-парусным-вооружением-для-БГАРФ-ФГБОУ-ВО--КГТУ-.docx;22:  (НМЦК), определенная в соответствии со статьей 22 Закона N 44-ФЗ, не должна превышать дов;;found_any_doc.csv
0335100016125000118;22;;article;Закупка № 0335100016125000118 НМЦК_Поставка-весельных-спортивно-тренировочных-судов-с-парусным-вооружением-для-БГАРФ-ФГБОУ-ВО--КГТУ-.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0335100016125000118 НМЦК_Поставка-весельных-спортивно-тренировочных-судов-с-парусным-вооружением-для-БГАРФ-ФГБОУ-ВО--КГТУ-.docx;22:  (НМЦК), определенная в соответствии со статьей 22 Закона N 44-ФЗ, не должна превышать дов;;found_any_doc.csv
0358100002225000040;;;;Закупка № 0358100002225000040 Приложение №2_Обоснование НМЦК_21-25-ЭА.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0358100002225000040 Приложение №2_Обоснование НМЦК_21-25-ЭА.docx;;;not_found_any_doc.csv
0372200078925000054;22;567;orders+article;Закупка № 0372200078925000054 2_Расчёт_НМЦК_.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200078925000054 2_Расчёт_НМЦК_.xls;22: аказчиком в соответствии с требованиями статьи 22 Федерального закона 44-ФЗ. При определе;567: ия Российской Федерации от 02.10.2013 № 567 «Об утверждении Методических рекомендац;found_any.csv
0301300247625000338;22;567;orders+article;Закупка № 0301300247625000338 ОБОСНОВАНИЕ НАЧАЛЬНОЙ (МАКСИМАЛЬНОЙ) ЦЕНЫ КОНТРАКТА.docx.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0301300247625000338 ОБОСНОВАНИЕ НАЧАЛЬНОЙ (МАКСИМАЛЬНОЙ) ЦЕНЫ КОНТРАКТА.docx.docx;22: ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ) Расчет выполнен в соответствии с | ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ) Расчет выполнен в соответствии с;567: жденными приказом МЭР РФ от 02.10.2013 №567 | жденными приказом МЭР РФ от 02.10.2013 №567;found_any_doc.csv
0834500000125000010;22;567;orders+article;Закупка № 0834500000125000010 НМЦК.doc;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0834500000125000010 НМЦК.doc;22: зучения рынка в соответствии с частью 6 статьи 22 Федерального закона № 44-ФЗ, а также с ;567: ской Федерации от 2 октября 2013 года № 567), методических рекомендаций по определе;found_any_doc.csv
0324100004425000103;;;;Закупка № 0324100004425000103 Приложение № 2 - Обоснование начальной (максимальной) цены контракта 103-ОА.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0324100004425000103 Приложение № 2 - Обоснование начальной (максимальной) цены контракта 103-ОА.docx;;;not_found_any_doc.csv
0163300029425000230;22;;article;Закупка № 0163300029425000230 Обоснование НМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0163300029425000230 Обоснование НМЦК.docx;22: н (анализа рынка) в соответствии с ч. 6 ст. 22 Федерального закона от 05.04.2013 № 44- | н (анализа рынка) в соответствии с ч. 6 ст. 22 Федерального закона от 05.04.2013 № 44-;;found_any_doc.csv
0348100026525000110;22;567;orders+article;Закупка № 0348100026525000110 Приложение №1 к Извещению. РНМЦК.docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0348100026525000110 Приложение №1 к Извещению. РНМЦК.docx;22: ом, исполнителем) (в соответствии с п.6 ст.22 44-ФЗ) Расчет выполнен в соответствии с;567: жденными приказом МЭР РФ от 02.10.2013 №567;found_any_doc.csv
0131200001025005185;22;567;orders+article;Закупка № 0131200001025005185 Приложение 2 - Обоснование НМЦК_05721.xls;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0131200001025005185 Приложение 2 - Обоснование НМЦК_05721.xls;22: асчет НМЦК произведен в соответствии со ст. 22 Федерального закона от 05.04.2013 г. № ;"567: инэкономразвития России от 02.10.2013 N 567 ""Об утверждении Методических рекомендац";found_any.csv
0372200236125000031;22;567;orders+article;Закупка № 0372200236125000031 Приложение_№_2_-_Обоснование_НМЦК[6].docx;C:\Users\Sergey\MAGA\Kimch\НМЦК_сборка\44-фз\Закупка № 0372200236125000031 Приложение_№_2_-_Обоснование_НМЦК[6].docx;22: ее – НМЦК) произведен в соответствии со статьей 22 Федерального закона от 05.04.2013 года ;567: ской Федерации от 02 октября 2013 года №567 «Об утверждении методических рекомендац | инэкономразвития России от 02.10.2013 № 567 «Об утверждении Методических рекомендац;found_any_doc.csv
